removed_task,removed_path,removed_label,kept_task,kept_path,kept_label,hamming
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b398c0494d1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6552b7432b3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c0e5dd1b14c.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2094a20b275.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c5e6cdc7ee1.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1ae8c165fd53.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c9c583c10bf.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea15a290eb96.png,Mild DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1ca91751be4d.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea9c41e1ced0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1d37f1c8b6d8.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fca1a8738b8a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1d3e9b939732.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c7a013eeba7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1e9224ccca95.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f6f3ea0d2693.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f5496352859.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f431f2e119d7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/22d843b2bbd1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b3647865779.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2399d68d407f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f952ad2e4356.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/23d7ca170bdb.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea9e0fb6fb0b.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2628305cbb29.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f8cf7ed8ef00.png,Proliferative DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/266fbefa58fb.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6552b7432b3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/26cd40b57ad1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f4df3d86688d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/26fc2358a38d.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f4ea2a2cfbb9.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/278aa860dffd.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f066db7a2efe.png,No DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/27933cdbe0cc.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f90f8931a9bc.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/28dc010a0780.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/207dd0487264.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/29192375ab1b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eabf421f94d0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/29f44aea93a4.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1d14dd912671.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2a4520f1f9a3.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eabf421f94d0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b21d293fdf2.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2a3a1ed1c285.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b88cb6e31cd.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1ae8c165fd53.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2d3f4094c08a.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1cb6961d141c.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2eba4279e503.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b4c7b5f1f1e.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3218a6d8eb2c.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f0e223b8055.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3254e48c8aa0.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c7a013eeba7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/32a3eb37ff40.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fca931da5c5e.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/32ed318235b8.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ebf4b22240f4.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/331121c65e88.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f952ad2e4356.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/33b978734eab.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ee77763a6afb.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3435fd8675a2.png,Severe DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e9ab8413e771.png,Proliferative DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/359bab5d784b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eabf421f94d0.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/35aa7f5c2ec0.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c4d87baaffc.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/36ec36c301c1.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/26e231747848.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/370f575adb23.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e60e4edb3ca9.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3710ff45299c.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f4df3d86688d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/384db24ebbd7.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ef4121e9bb67.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/38b9bb961847.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1df1530b9b8d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/38c7153457e2.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e7291472109b.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/38f1901f214a.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/218c822a3dd9.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/38fe9f854046.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1dfbede13143.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3908b3cfd620.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ef4121e9bb67.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3a1ecf5e2839.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b48daf24be0.png,Severe DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3af9aaa880e9.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fdc685055659.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3b0190bbe615.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e59c5f345bb0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3b9817a39adf.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6552b7432b3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3c311c9109b0.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/2b48daf24be0.png,Severe DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3c53198519f7.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1ae8c165fd53.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3c72f580d4ba.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f00ce9b9d6f4.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3ca637fddd56.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3b4a5fcbe5e0.png,Proliferative DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3cab32dd6ef9.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/369229040a34.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3ccf96c1dd6d.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1ae8c165fd53.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3ce2f8a77a32.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/342edf9b889d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3ddb86eb530e.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3b018e8b7303.png,Severe DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3f44d749cd0b.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f9e1c439d4c8.png,No DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3f6c627e2ff2.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ea5c42a78979.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3ffa14d60b24.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eba3acc42197.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/41345cec5957.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eeaea2c5ff34.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4145dcb25053.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1eee55494271.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/415f2d2bd2a1.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1c7a013eeba7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/41960d5f58c2.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1db18bdd43aa.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/42b93b574f23.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4205e9deb058.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4350a1b2f3cb.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/3f98be586fe3.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/435414ccccf7.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ef247f28004f.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4384fa687afa.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/232549883508.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/43fb6eda9b97.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e4e343eaae2a.png,Moderate DR,0
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4409965eb2a4.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f4d3169b468a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/441117562359.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2094a20b275.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4462fba1d2a1.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2094a20b275.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/44a4d04162cc.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f4fb37e0854.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/45693d027798.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eda1d75cbcf0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/461fa5292fda.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/348598d01e18.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/46acc506fa61.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e6552b7432b3.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4704dbb59536.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/fc898dfeb24f.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/475300735b7f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f4fb37e0854.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/47536db39f00.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eedae6b28f96.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/47e51065b819.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f920ccd926db.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/486e852a3b4d.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/eb175669d789.png,No DR,2
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4926dea289f8.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f4fb37e0854.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4927945ecfed.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/e60e4edb3ca9.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/49419f8d5cb4.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2ee81781411.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4982378d72f9.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f431f2e119d7.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/499c8df39222.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/23148a40ecb0.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/49d69c4c6290.png,Moderate DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/232549883508.png,Moderate DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4a05f81b3aba.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/ebf4b22240f4.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4a1afe4044f4.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/test_images/test_images/f2c0b41acd05.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4a5a6efc0bef.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/365f8c01d994.png,Mild DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4aa3d771c5e4.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/496155f71d0a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4ab8c0cece7f.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1b862fb6f65d.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4c53cc97ea13.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/436fa3fd145a.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4cae247d9909.png,Mild DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/1f3f32efaf20.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4ccee4db09b6.png,No DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/360832d84ce0.png,No DR,4
T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/4ccfa0b4e96c.png,Proliferative DR,T1_APTOS,/kaggle/input/datasets/mariaherrerot/aptos2019/train_images/train_images/33778d136069.png,Severe DR,0
